plate,county_code,intersection,interval_label,time_range,accidente_intersectie,accidente_vehicul,scor_judet,label_risk
GL656JUH,GL,Piata Unirii,Seara,15:30-19:00,18,5,4.5,0.622185061315496
GL656JUH,GL,Piata Universitatii,Dimineata,06:30-09:30,5,5,4.5,0.33957636566332217
GL656JUH,GL,Piata Universitatii,Pranz,12:00-14:00,3,5,4.5,0.296098104793757
GL656JUH,GL,Piata Universitatii,Seara,15:30-19:00,25,5,4.5,0.7743589743589743
DJ01BCA,DJ,Arcul de Triumf,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
DJ01BCA,DJ,Arcul de Triumf,Pranz,12:00-14:00,2,2,3.0,0.1282051282051282
DJ01BCA,DJ,Arcul de Triumf,Seara,15:30-19:00,22,2,3.0,0.5629877369007804
DJ01BCA,DJ,Piata Romana,Dimineata,06:30-09:30,11,2,3.0,0.3238573021181717
DJ01BCA,DJ,Piata Romana,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DJ01BCA,DJ,Piata Romana,Seara,15:30-19:00,20,2,3.0,0.5195094760312151
DJ01BCA,DJ,Piata Unirii,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
DJ01BCA,DJ,Piata Unirii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DJ01BCA,DJ,Piata Unirii,Seara,15:30-19:00,18,2,3.0,0.4760312151616499
DJ01BCA,DJ,Piata Universitatii,Dimineata,06:30-09:30,5,2,3.0,0.19342251950947603
DJ01BCA,DJ,Piata Universitatii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DJ01BCA,DJ,Piata Universitatii,Seara,15:30-19:00,25,2,3.0,0.6282051282051282
DJ09AND,DJ,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
DJ09AND,DJ,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.0,0.19487179487179487
DJ09AND,DJ,Arcul de Triumf,Seara,15:30-19:00,22,4,3.0,0.6296544035674471
DJ09AND,DJ,Piata Romana,Dimineata,06:30-09:30,11,4,3.0,0.39052396878483836
DJ09AND,DJ,Piata Romana,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DJ09AND,DJ,Piata Romana,Seara,15:30-19:00,20,4,3.0,0.5861761426978819
DJ09AND,DJ,Piata Unirii,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
DJ09AND,DJ,Piata Unirii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DJ09AND,DJ,Piata Unirii,Seara,15:30-19:00,18,4,3.0,0.5426978818283166
DJ09AND,DJ,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.0,0.2600891861761427
DJ09AND,DJ,Piata Universitatii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DJ09AND,DJ,Piata Universitatii,Seara,15:30-19:00,25,4,3.0,0.6948717948717948
DB87NKJ,DB,Arcul de Triumf,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
DB87NKJ,DB,Arcul de Triumf,Pranz,12:00-14:00,2,4,3.0,0.19487179487179487
DB87NKJ,DB,Arcul de Triumf,Seara,15:30-19:00,22,4,3.0,0.6296544035674471
DB87NKJ,DB,Piata Romana,Dimineata,06:30-09:30,11,4,3.0,0.39052396878483836
DB87NKJ,DB,Piata Romana,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DB87NKJ,DB,Piata Romana,Seara,15:30-19:00,20,4,3.0,0.5861761426978819
DB87NKJ,DB,Piata Unirii,Dimineata,06:30-09:30,15,4,3.0,0.4774804905239688
DB87NKJ,DB,Piata Unirii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DB87NKJ,DB,Piata Unirii,Seara,15:30-19:00,18,4,3.0,0.5426978818283166
DB87NKJ,DB,Piata Universitatii,Dimineata,06:30-09:30,5,4,3.0,0.2600891861761427
DB87NKJ,DB,Piata Universitatii,Pranz,12:00-14:00,3,4,3.0,0.2166109253065775
DB87NKJ,DB,Piata Universitatii,Seara,15:30-19:00,25,4,3.0,0.6948717948717948
DB66RRS,DB,Arcul de Triumf,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
DB66RRS,DB,Arcul de Triumf,Pranz,12:00-14:00,2,2,3.0,0.1282051282051282
DB66RRS,DB,Arcul de Triumf,Seara,15:30-19:00,22,2,3.0,0.5629877369007804
DB66RRS,DB,Piata Romana,Dimineata,06:30-09:30,11,2,3.0,0.3238573021181717
DB66RRS,DB,Piata Romana,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DB66RRS,DB,Piata Romana,Seara,15:30-19:00,20,2,3.0,0.5195094760312151
DB66RRS,DB,Piata Unirii,Dimineata,06:30-09:30,15,2,3.0,0.4108138238573021
DB66RRS,DB,Piata Unirii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DB66RRS,DB,Piata Unirii,Seara,15:30-19:00,18,2,3.0,0.4760312151616499
DB66RRS,DB,Piata Universitatii,Dimineata,06:30-09:30,5,2,3.0,0.19342251950947603
DB66RRS,DB,Piata Universitatii,Pranz,12:00-14:00,3,2,3.0,0.14994425863991082
DB66RRS,DB,Piata Universitatii,Seara,15:30-19:00,25,2,3.0,0.6282051282051282
CV56UNG,CV,Arcul de Triumf,Dimineata,06:30-09:30,15,4,2.5,0.4620958751393534
CV56UNG,CV,Arcul de Triumf,Pranz,12:00-14:00,2,4,2.5,0.1794871794871795
CV56UNG,CV,Arcul de Triumf,Seara,15:30-19:00,22,4,2.5,0.6142697881828316
CV56UNG,CV,Piata Romana,Dimineata,06:30-09:30,11,4,2.5,0.375139353400223
CV56UNG,CV,Piata Romana,Pranz,12:00-14:00,3,4,2.5,0.2012263099219621
CV56UNG,CV,Piata Romana,Seara,15:30-19:00,20,4,2.5,0.5707915273132664
CV56UNG,CV,Piata Unirii,Dimineata,06:30-09:30,15,4,2.5,0.4620958751393534
CV56UNG,CV,Piata Unirii,Pranz,12:00-14:00,3,4,2.5,0.2012263099219621
CV56UNG,CV,Piata Unirii,Seara,15:30-19:00,18,4,2.5,0.5273132664437012
CV56UNG,CV,Piata Universitatii,Dimineata,06:30-09:30,5,4,2.5,0.2447045707915273
CV56UNG,CV,Piata Universitatii,Pranz,12:00-14:00,3,4,2.5,0.2012263099219621
CV56UNG,CV,Piata Universitatii,Seara,15:30-19:00,25,4,2.5,0.6794871794871795
CV89HUN,CV,Arcul de Triumf,Dimineata,06:30-09:30,15,1,2.5,0.3620958751393534
CV89HUN,CV,Arcul de Triumf,Pranz,12:00-14:00,2,1,2.5,0.07948717948717948
CV89HUN,CV,Arcul de Triumf,Seara,15:30-19:00,22,1,2.5,0.5142697881828316
CV89HUN,CV,Piata Romana,Dimineata,06:30-09:30,11,1,2.5,0.275139353400223
CV89HUN,CV,Piata Romana,Pranz,12:00-14:00,3,1,2.5,0.1012263099219621
CV89HUN,CV,Piata Romana,Seara,15:30-19:00,20,1,2.5,0.47079152731326646
CV89HUN,CV,Piata Unirii,Dimineata,06:30-09:30,15,1,2.5,0.3620958751393534
CV89HUN,CV,Piata Unirii,Pranz,12:00-14:00,3,1,2.5,0.1012263099219621
CV89HUN,CV,Piata Unirii,Seara,15:30-19:00,18,1,2.5,0.4273132664437012
CV89HUN,CV,Piata Universitatii,Dimineata,06:30-09:30,5,1,2.5,0.14470457079152732
CV89HUN,CV,Piata Universitatii,Pranz,12:00-14:00,3,1,2.5,0.1012263099219621
CV89HUN,CV,Piata Universitatii,Seara,15:30-19:00,25,1,2.5,0.5794871794871794
CT12HAL,CT,Arcul de Triumf,Dimineata,06:30-09:30,15,1,2.667,0.3672343366778149
CT12HAL,CT,Arcul de Triumf,Pranz,12:00-14:00,2,1,2.667,0.08462564102564102
CT12HAL,CT,Arcul de Triumf,Seara,15:30-19:00,22,1,2.667,0.5194082497212932
CT12HAL,CT,Piata Romana,Dimineata,06:30-09:30,11,1,2.667,0.2802778149386845
CT12HAL,CT,Piata Romana,Pranz,12:00-14:00,3,1,2.667,0.10636477146042363
CT12HAL,CT,Piata Romana,Seara,15:30-19:00,20,1,2.667,0.475929988851728
CT12HAL,CT,Piata Unirii,Dimineata,06:30-09:30,15,1,2.667,0.3672343366778149
CT12HAL,CT,Piata Unirii,Pranz,12:00-14:00,3,1,2.667,0.10636477146042363
CT12HAL,CT,Piata Unirii,Seara,15:30-19:00,18,1,2.667,0.43245172798216275
CT12HAL,CT,Piata Universitatii,Dimineata,06:30-09:30,5,1,2.667,0.14984303232998886
CT12HAL,CT,Piata Universitatii,Pranz,12:00-14:00,3,1,2.667,0.10636477146042363
CT12HAL,CT,Piata Universitatii,Seara,15:30-19:00,25,1,2.667,0.584625641025641
